日付,始値,高値,安値,終値,出来高,調整後終値
2022/5/2,59200,59760,58120,58500,781700,58500
2022/4/28,60500,60930,59660,59910,804900,59910
2022/4/27,60700,61410,59710,61310,970300,61310
2022/4/26,63300,63360,61400,61400,691500,61400
2022/4/25,62250,63300,61490,62950,591400,62950
2022/4/22,63380,63820,62700,63520,542400,63520
2022/4/21,63460,64250,62770,64130,534400,64130
2022/4/20,65150,65640,64010,64260,507600,64260
2022/4/19,64100,64740,63990,64470,373200,64470
2022/4/18,64500,64530,63520,63840,350300,63840
2022/4/15,64890,65170,64460,64900,375300,64900
2022/4/14,64850,65060,64080,64960,410500,64960
2022/4/13,64340,64850,64060,64540,591900,64540
2022/4/12,63300,64120,62670,63880,568700,63880
2022/4/11,63400,63910,63130,63720,377300,63720
2022/4/8,63320,63830,62610,63810,509000,63810
2022/4/7,63460,63780,63070,63180,463400,63180
2022/4/6,63120,63900,63030,63460,457900,63460
2022/4/5,64410,64410,63010,63250,504000,63250
2022/4/4,64350,64740,63470,63740,603400,63740
2022/4/1,62730,63940,62310,63660,804000,63660
2022/3/31,62860,62860,61640,61670,813000,61670
2022/3/30,64910,65140,62310,63140,1273400,63140
2022/3/29,66450,67080,66060,66990,809000,66990
2022/3/28,65780,66390,65330,66070,638800,66070
2022/3/25,64750,66230,64610,65780,837700,65780
2022/3/24,63980,64770,63770,64700,636400,64700
2022/3/23,63180,64190,63140,63890,797400,63890
2022/3/22,61790,62330,61220,61870,538800,61870
2022/3/18,60950,61660,60530,60940,707500,60940
2022/3/17,60620,61230,59960,60950,747500,60950
2022/3/16,58330,60040,58310,59820,914300,59820
2022/3/15,57780,58010,57160,57450,489000,57450
2022/3/14,59140,59150,58210,58210,364700,58210
2022/3/11,58630,58900,58060,58650,599500,58650
2022/3/10,58600,58690,57730,58600,586900,58600
2022/3/9,57600,57950,57360,57600,732600,57600
2022/3/8,56500,57550,55900,56410,700900,56410
2022/3/7,58410,58590,57070,57220,579900,57220
2022/3/4,59660,60300,58380,58770,883600,58770
2022/3/3,59000,60070,58840,59330,825700,59330
2022/3/2,58400,58690,57970,58280,704300,58280
2022/3/1,58870,59270,58100,58120,584600,58120
2022/2/28,57380,58630,57360,58020,832500,58020
2022/2/25,57120,57750,56120,56900,782500,56900
2022/2/24,57260,58240,56930,57050,669000,57050
2022/2/22,57700,58520,57610,57910,485200,57910
2022/2/21,58940,59040,58610,58770,484100,58770
2022/2/18,58720,59600,58360,59480,633800,59480
2022/2/17,58740,59100,57890,58760,665600,58760
2022/2/16,58420,59290,58360,58610,1027700,58610
2022/2/15,57820,58420,57220,57420,583500,57420
2022/2/14,57530,57900,57010,57750,596900,57750
2022/2/10,58120,58340,57670,58060,715600,58060
2022/2/9,58270,58560,57630,58090,659100,58090
2022/2/8,58020,58280,57430,57680,647500,57680
2022/2/7,57750,58790,57560,58490,684400,58490
2022/2/4,56600,59180,56310,58180,1704900,58180
2022/2/3,57200,57290,55940,56150,996300,56150
2022/2/2,56420,57740,56230,57740,640200,57740
2022/2/1,57150,57560,56400,56720,800300,56720
2022/1/31,56500,57110,56160,56160,728000,56160
2022/1/28,56140,56520,55920,56100,705500,56100
2022/1/27,56380,56520,55540,56080,1038000,56080
2022/1/26,54590,56420,54380,56300,1449400,56300
2022/1/25,53700,54170,53380,53950,738900,53950
2022/1/24,54150,54440,53350,53900,659000,53900
2022/1/21,54510,54750,53660,54710,759900,54710
2022/1/20,53420,55110,53340,54780,897200,54780
2022/1/19,53900,54750,53100,53290,953200,53290
2022/1/18,53000,53690,52960,53410,511300,53410
2022/1/17,52320,53040,52120,52780,329000,52780
2022/1/14,52460,52760,51450,51920,657100,51920
2022/1/13,53420,53450,52730,52730,471000,52730
2022/1/12,53950,54310,53590,53590,553600,53590
2022/1/11,54170,55050,53680,53830,727700,53830
2022/1/7,52900,53930,52880,53800,637000,53800
2022/1/6,53680,54080,52810,53060,560500,53060
2022/1/5,54080,54220,53250,53340,655800,53340
2022/1/4,54000,54520,53830,54380,548400,54380
2021/12/30,54350,54380,53160,53650,702600,53650
2021/12/29,55130,55250,54410,54760,399600,54760
2021/12/28,55800,55880,54940,55060,557800,55060
2021/12/27,55640,55820,55270,55400,339200,55400
2021/12/24,55510,56050,55300,55430,522300,55430
2021/12/23,54880,55600,54820,55400,661100,55400
2021/12/22,55650,55680,54330,54580,844700,54580
2021/12/21,54350,55580,54330,55500,1187600,55500
2021/12/20,53220,54190,52920,53510,850700,53510
2021/12/17,53800,54010,52840,52930,1020600,52930
2021/12/16,53510,54400,53460,54400,722700,54400
2021/12/15,52960,53810,52960,53400,487900,53400
2021/12/14,53540,54060,53240,53310,709500,53310
2021/12/13,53800,53930,52960,53620,715100,53620
2021/12/10,54000,54750,53590,53800,1113900,53800
2021/12/9,54000,54000,53010,53620,921700,53620
2021/12/8,52480,53570,52410,53380,1266700,53380
2021/12/7,51140,51750,50590,51560,744400,51560
2021/12/6,50790,51230,50370,50640,619200,50640
2021/12/3,51100,51370,50420,50660,858500,50660
2021/12/2,50740,51950,50710,51700,976500,51700
2021/12/1,50100,51400,49800,50670,838100,50670
2021/11/30,51530,51730,50010,50100,1271300,50100
2021/11/29,50180,52040,50070,51340,1304100,51340
2021/11/26,50750,50780,49680,49850,620900,49850
2021/11/25,50830,51230,50560,50630,416200,50630
2021/11/24,50500,51220,50360,50500,667700,50500
2021/11/22,51660,51790,51180,51440,541200,51440
2021/11/19,52040,52530,51760,51940,983200,51940
2021/11/18,51090,51690,50730,51500,823700,51500
2021/11/17,51250,51590,50630,50740,692000,50740
2021/11/16,50380,51190,50230,51180,784900,51180
2021/11/15,50790,50990,50030,50200,517900,50200
2021/11/12,50150,50720,50060,50310,587500,50310
2021/11/11,49730,50260,49430,49950,475800,49950
2021/11/10,49450,49880,49400,49740,536300,49740
2021/11/9,49050,50020,48800,49450,584400,49450
2021/11/8,50670,51090,49260,49260,1128800,49260
2021/11/5,48440,50770,48440,50640,1297000,50640
2021/11/4,48800,49630,48690,49140,1090700,49140
2021/11/2,50530,50870,49960,49970,531100,49970
2021/11/1,50900,50900,50260,50600,573600,50600
2021/10/29,49810,50200,49290,50200,757100,50200
2021/10/28,48990,49750,48550,49360,1008600,49360
2021/10/27,49150,49190,47890,48550,947000,48550
2021/10/26,49500,49790,49150,49150,669000,49150
2021/10/25,49650,50060,48940,49100,633100,49100
2021/10/22,49520,50450,49450,50020,606600,50020
2021/10/21,49690,50650,49370,50060,776100,50060
2021/10/20,51430,51600,49770,50300,1364100,50300
2021/10/19,51620,52590,51620,52350,627300,52350
2021/10/18,51520,51890,51030,51260,575100,51260
2021/10/15,51460,51690,50900,51530,742500,51530
2021/10/14,51510,52260,51360,51650,735600,51650
2021/10/13,51450,51990,50890,50990,570800,50990
2021/10/12,51690,51960,51100,51450,631000,51450
2021/10/11,50100,51250,50080,51150,565500,51150
2021/10/8,50620,51080,50480,50640,640600,50640
2021/10/7,50100,50440,49260,50150,929600,50150
2021/10/6,49020,49900,48860,49600,1161500,49600
2021/10/5,48420,49790,48370,48440,1227800,48440
2021/10/4,48630,49640,47950,49210,1763100,49210
2021/10/1,52040,52290,49510,49570,3092500,49570
2021/9/30,52720,54310,52480,54310,2954200,54310
2021/9/29,52710,53230,51850,53230,934000,53230
2021/9/28,53820,53870,52660,53430,893300,53430
2021/9/27,54280,54820,54110,54180,727700,54180
2021/9/24,54000,54500,53620,53800,800700,53800
2021/9/22,53120,53770,53000,53240,825800,53240
2021/9/21,51840,53020,51830,52660,652400,52660
2021/9/17,52410,53470,51630,53470,1193100,53470
2021/9/16,53330,53390,52360,52500,940400,52500
2021/9/15,53600,54130,53420,53890,703800,53890
2021/9/14,54730,54950,53910,54210,1040900,54210
2021/9/13,55370,55710,55040,55270,659700,55270
2021/9/10,54400,55330,54400,55270,913900,55270
2021/9/9,54470,54950,54060,54340,858100,54340
2021/9/8,55410,55520,54280,54650,1244800,54650
2021/9/7,56240,56290,55090,55680,1513800,55680
2021/9/6,54800,55670,54670,55140,805000,55140
2021/9/3,54850,55100,53950,54320,1064200,54320
2021/9/2,54000,54940,53820,54690,878800,54690
2021/9/1,53360,53840,53110,53720,786400,53720
2021/8/31,52500,53050,52140,52900,810500,52900
2021/8/30,51420,52590,51200,52490,842900,52490
2021/8/27,51130,52040,51010,51770,1030100,51770
2021/8/26,53000,53320,52300,52550,874300,52550
2021/8/25,52960,53480,52730,53290,761500,53290
2021/8/24,53300,53430,52920,53250,893400,53250
2021/8/23,53040,53310,52330,52560,1024600,52560
2021/8/20,52220,52650,51980,52410,875000,52410
2021/8/19,52010,52080,51520,51590,582800,51590
2021/8/18,51560,52430,51560,52270,637100,52270
2021/8/17,52020,52480,51630,52080,609500,52080
2021/8/16,52190,52640,51710,51940,693200,51940
2021/8/13,52130,52940,51990,52440,896100,52440
2021/8/12,52600,52880,51880,52360,1097900,52360
2021/8/11,50700,52690,50530,52640,1610300,52640
2021/8/10,51700,51780,50590,50810,2068100,50810
2021/8/6,53980,54070,50830,52410,3159200,52410
2021/8/5,56520,56840,56150,56490,648200,56490
2021/8/4,55920,56200,55130,55520,843600,55520
2021/8/3,57020,57150,55900,56730,670600,56730
2021/8/2,56920,57740,56870,57380,570600,57380
2021/7/30,58060,58100,56370,56400,1129700,56400
2021/7/29,58400,58880,58190,58710,683400,58710
2021/7/28,60000,60090,58940,59180,750500,59180
2021/7/27,59990,60650,59900,60430,503100,60430
2021/7/26,60750,60890,59940,60120,790800,60120
2021/7/21,60670,60680,59560,59820,1071200,59820
2021/7/20,60290,60560,59650,59970,1304300,59970
2021/7/19,62260,62490,60850,61290,944200,61290
2021/7/16,62950,63090,62380,62500,631900,62500
2021/7/15,63000,63400,62730,63280,536400,63280
2021/7/14,63770,64470,63430,63430,865200,63430
2021/7/13,63650,64030,63010,63340,798400,63340
2021/7/12,64000,64130,63200,63720,671900,63720
2021/7/9,63690,64480,62420,63290,1410100,63290
2021/7/8,65900,66020,63160,63160,1697300,63160
2021/7/7,66760,66990,66030,66700,999200,66700
2021/7/6,65480,66900,65310,66760,913000,66760
2021/7/5,65170,65900,64920,65150,537200,65150
2021/7/2,64320,65150,63790,65150,531900,65150
2021/7/1,64720,64850,63930,64510,501500,64510
2021/6/30,64880,65220,64520,64620,520100,64620
2021/6/29,64900,65200,64130,64600,572500,64600
2021/6/28,64350,64780,64160,64490,509100,64490
2021/6/25,64670,64740,63930,64070,576800,64070
2021/6/24,64690,64720,64120,64410,471500,64410
2021/6/23,64500,64960,63370,64080,1025800,64080
2021/6/22,65300,65330,64730,65190,614000,65190
2021/6/21,64930,65550,64260,64730,765200,64730
2021/6/18,65100,65400,64470,65300,1054000,65300
2021/6/17,62720,64140,62710,64000,845000,64000
2021/6/16,63600,64000,61970,63250,2381300,63250
2021/6/15,64780,65330,64180,65070,800600,65070
2021/6/14,67070,67350,64850,65080,1296700,65080
2021/6/11,67420,67850,67090,67150,616000,67150
2021/6/10,67450,67780,66820,67090,511000,67090
2021/6/9,68160,68380,67310,67460,628200,67460
2021/6/8,68950,69060,68260,68540,483000,68540
2021/6/7,68000,69100,67580,68580,696600,68580
2021/6/4,67250,67950,67100,67760,473300,67760
2021/6/3,67200,68070,67010,67720,725700,67720
2021/6/2,67350,67480,66450,67160,759400,67160
2021/6/1,67750,67940,66600,66760,638200,66760
2021/5/31,68000,68400,67160,67700,733500,67700
2021/5/28,67950,68300,67330,67970,1146400,67970
2021/5/27,67300,67810,65870,67090,2610300,67090
2021/5/26,66540,67850,66470,67490,1233800,67490
2021/5/25,65500,66970,65500,66750,1370800,66750
2021/5/24,63810,65090,63700,65000,1005500,65000
2021/5/21,63000,64750,62920,64720,1376600,64720
2021/5/20,62320,62950,61750,62680,585500,62680
2021/5/19,61690,62920,61500,62590,702100,62590
2021/5/18,62720,63310,61830,61830,942600,61830
2021/5/17,61750,62980,61450,62710,785500,62710
2021/5/14,60690,61390,60150,61280,768700,61280
2021/5/13,60520,61050,59980,60120,783800,60120
2021/5/12,62570,63180,61400,61710,790400,61710
2021/5/11,62600,63070,61430,62480,1108900,62480
2021/5/10,59960,62420,59920,62220,1159700,62220
2021/5/7,60910,61020,59700,60410,1660100,60410
2021/5/6,63000,63070,61350,61610,1142900,61610
2021/4/30,62470,63000,61960,62690,856600,62690
2021/4/28,60600,62440,60550,62250,765800,62250
2021/4/27,61640,62380,60990,61000,667000,61000
2021/4/26,62230,62390,61350,61450,655200,61450
2021/4/23,62500,62930,62190,62420,536800,62420
2021/4/22,62710,62850,62070,62460,702100,62460
2021/4/21,62650,62970,62280,62620,594500,62620
2021/4/20,63460,63730,62830,63070,580300,63070
2021/4/19,64840,64840,63560,64100,771500,64100
2021/4/16,65160,65780,64900,65050,635100,65050
2021/4/15,65380,65380,64360,64850,883100,64850
2021/4/14,66000,66150,65380,65900,739100,65900
2021/4/13,64880,65840,64790,65420,869600,65420
2021/4/12,65000,65050,64220,64670,623000,64670
2021/4/9,65190,65250,64570,64850,709900,64850
2021/4/8,63970,65090,63690,64760,1028400,64760
2021/4/7,64100,64110,63270,63800,758800,63800
2021/4/6,63480,64030,63020,63710,854500,63710
2021/4/5,62970,63880,62940,63340,527900,63340
2021/4/2,63620,63720,62630,62940,551500,62940
2021/4/1,62950,63960,62450,62920,875100,62920
2021/3/31,63170,63170,61810,61810,863700,61810
2021/3/30,63770,64140,63360,63550,723400,63550
2021/3/29,64220,64940,63850,64650,1023000,64650
2021/3/26,62870,64490,62720,64250,1009000,64250
2021/3/25,62740,62900,61530,62310,837300,62310
2021/3/24,64400,65110,63100,63140,924800,63140
2021/3/23,64000,64390,63600,63980,990600,63980
2021/3/22,61850,63440,61530,62980,774300,62980
2021/3/19,62270,62690,61610,62530,1166900,62530
2021/3/18,63920,64140,63050,63360,810800,63360
2021/3/17,62800,63920,62520,63500,912700,63500
2021/3/16,62500,64190,62300,63640,1295300,63640
2021/3/15,60160,61630,59460,61620,879300,61620
2021/3/12,60220,60760,59660,60650,902600,60650
2021/3/11,59280,59740,58440,59740,766000,59740
2021/3/10,60180,60190,58890,59000,944400,59000
2021/3/9,59100,59120,57610,58830,1490700,58830
2021/3/8,61770,62030,59720,59740,1130600,59740
2021/3/5,60470,62030,60100,62030,1111100,62030
2021/3/4,62200,62260,61020,61120,1069700,61120
2021/3/3,64440,64740,63030,63400,819000,63400
2021/3/2,65820,65950,64120,64520,815400,64520
2021/3/1,65880,66050,65000,65270,716000,65270
2021/2/26,67190,67500,64750,64750,1688500,64750
2021/2/25,66670,68780,66660,68360,1236000,68360
2021/2/24,67200,67470,66250,66440,1336200,66440
2021/2/22,68600,68870,67410,68030,906600,68030
2021/2/19,67600,68480,67250,68300,960800,68300
2021/2/18,67350,69020,67230,68600,1171400,68600
2021/2/17,69290,69830,68140,68610,1083400,68610
2021/2/16,66940,69000,66810,68340,1773700,68340
2021/2/15,66610,66950,66160,66600,1009400,66600
2021/2/12,65900,67000,65820,66340,2041500,66340
2021/2/10,62660,64500,62410,64350,1602800,64350
2021/2/9,63330,63380,61900,62250,1038700,62250
2021/2/8,63660,63880,62850,63450,877200,63450
2021/2/5,61750,63440,61610,63380,1090900,63380
2021/2/4,61350,62380,61310,61580,731000,61580
2021/2/3,63400,63480,62130,62500,984700,62500
2021/2/2,63990,64350,61200,62400,2101100,62400
2021/2/1,61280,62800,60620,62640,996000,62640
2021/1/29,61990,62000,60300,60580,1019000,60580
2021/1/28,61350,62590,61330,61660,1534800,61660
2021/1/27,62810,62820,61900,62610,728200,62610
2021/1/26,63020,63110,61880,62200,902200,62200
2021/1/25,63640,63730,62010,62680,1202700,62680
2021/1/22,62060,63960,61440,63920,1358400,63920
2021/1/21,64510,64570,62710,62760,1526700,62760
2021/1/20,66000,66280,64550,64720,972100,64720
2021/1/19,65540,66180,65300,65860,687300,65860
2021/1/18,65350,66660,65190,65540,963300,65540
2021/1/15,65790,65990,65110,65690,838200,65690
2021/1/14,65680,66300,65470,65810,920200,65810
2021/1/13,65970,66590,65660,65790,1067000,65790
2021/1/12,65300,66550,64660,66550,1081800,66550
2021/1/8,64310,65370,63710,65370,1221800,65370
2021/1/7,64650,65390,64280,64750,888800,64750
2021/1/6,66550,67350,64760,64780,1534000,64780
2021/1/5,65190,66120,64600,66090,874400,66090
2021/1/4,65980,66090,64920,65550,779000,65550
2020/12/30,65560,66580,65460,65830,784700,65830
2020/12/29,66290,66630,65560,65860,898600,65860
2020/12/28,64920,66150,64670,65880,1189300,65880
2020/12/25,64750,65090,64330,64670,520000,64670
2020/12/24,64870,64870,64010,64730,606100,64730
2020/12/23,64400,65080,63910,64480,914600,64480
2020/12/22,65470,66080,63860,64400,1362500,64400
2020/12/21,66000,66560,64860,65250,1272700,65250
2020/12/18,67540,67740,65520,66720,2259700,66720
2020/12/17,63300,67880,63090,67600,4313300,67600
2020/12/16,61000,63410,60810,63410,2198000,63410
2020/12/15,62910,63250,61440,61620,2010000,61620
2020/12/14,60580,62500,60580,62230,1935300,62230
2020/12/11,59390,60770,59310,60340,2053800,60340
2020/12/10,58610,59320,58440,59010,1088200,59010
2020/12/9,58390,58980,57820,58950,1043500,58950
2020/12/8,58000,58640,57630,58390,1058800,58390
2020/12/7,57300,57850,57030,57770,1109300,57770
2020/12/4,56500,57200,56110,56930,880600,56930
2020/12/3,56800,57540,55970,56250,1023700,56250
2020/12/2,57470,57900,56800,57010,1068500,57010
2020/12/1,59250,59560,57190,57370,1597000,57370
2020/11/30,58700,59380,58570,59260,1628900,59260
2020/11/27,57570,58350,57020,58190,1515900,58190
2020/11/26,56000,57710,55660,57710,1843500,57710
2020/11/25,54880,55910,54600,55160,1241300,55160
2020/11/24,55130,55140,54260,54990,1197500,54990
2020/11/20,55500,55550,54220,54550,1014500,54550
2020/11/19,53750,54420,53360,54420,1188600,54420
2020/11/18,53140,53340,52380,53240,1016500,53240
2020/11/17,53710,54440,52760,53190,1348700,53190
2020/11/16,54600,54670,53300,53440,1081200,53440
2020/11/13,54810,54910,53870,54480,1215000,54480
2020/11/12,52800,53970,52560,53900,1645600,53900
2020/11/11,51310,52410,51200,51680,2449500,51680
2020/11/10,54000,54910,53120,54010,2502700,54010
2020/11/9,58330,58750,56550,56550,1641500,56550
2020/11/6,59300,60290,57760,57810,2381800,57810
2020/11/5,57360,58420,57340,57910,1279300,57910
2020/11/4,57100,57390,56230,56680,1293300,56680
2020/11/2,57150,58180,57040,57590,837100,57590
2020/10/30,58210,58210,56810,56980,985100,56980
2020/10/29,57490,58100,57020,58100,824000,58100
2020/10/28,57710,58240,56560,57470,1147700,57470
2020/10/27,55270,57030,55190,57030,975000,57030
2020/10/26,54710,55370,54320,55090,569100,55090
2020/10/23,55030,55220,54150,55030,1059400,55030
2020/10/22,56010,56560,55790,55850,897000,55850
2020/10/21,57200,57610,56200,56250,896400,56250
2020/10/20,58000,58130,57140,57220,766000,57220
2020/10/19,58100,58360,57760,58240,420200,58240
2020/10/16,58260,58380,57630,57920,587300,57920
2020/10/15,59050,59100,58100,58580,627100,58580
2020/10/14,59500,59550,58930,59120,590200,59120
2020/10/13,58980,59440,58730,59390,598600,59390
2020/10/12,58380,58880,58240,58730,583200,58730
2020/10/9,58200,58490,57830,58130,561900,58130
2020/10/8,57870,58410,57610,58330,691600,58330
2020/10/7,57620,57860,57350,57860,686800,57860
2020/10/6,57730,57740,56720,57350,966400,57350
2020/10/5,57820,57910,56650,56920,1250900,56920
2020/10/2,60480,60700,57930,58200,1344800,58200
2020/9/30,60400,60640,59660,59660,957400,59660
2020/9/29,60500,61270,60000,60920,1110800,60920
2020/9/28,59760,60320,59440,60100,1069900,60100
2020/9/25,59000,59720,58900,59020,783400,59020
2020/9/24,60000,60120,59090,59220,968300,59220
2020/9/23,59800,60500,59500,60420,1143700,60420
2020/9/18,59220,59730,58980,59700,883200,59700
2020/9/17,59860,59860,58880,58980,952500,58980
2020/9/16,59890,59920,59220,59830,757000,59830
2020/9/15,59620,59940,59220,59730,878200,59730
2020/9/14,58950,59420,58580,59250,641800,59250
2020/9/11,59500,59590,58620,59230,1115100,59230
2020/9/10,59000,59600,58750,59030,1322000,59030
2020/9/9,56090,58320,56000,57880,1714700,57880
2020/9/8,58500,58560,56320,57030,1747100,57030
2020/9/7,59290,60150,58750,58950,1157000,58950
2020/9/4,59410,60210,58950,59800,1610100,59800
2020/9/3,59600,61300,59200,60520,2573900,60520
2020/9/2,59500,59800,58860,59550,1883500,59550
2020/9/1,57460,58620,57300,58590,1774500,58590
2020/8/31,57090,57200,56120,56740,1171100,56740
2020/8/28,57250,57680,55860,56390,1752500,56390
2020/8/27,57780,57980,57000,57250,1045200,57250
2020/8/26,56370,58220,56260,57530,1896000,57530
2020/8/25,57700,57750,55820,56030,1980000,56030
2020/8/24,55370,57450,55220,57320,2145600,57320
2020/8/21,53500,54880,53450,54700,1527500,54700
2020/8/20,53500,53670,52890,53300,884900,53300
2020/8/19,53460,53790,53130,53380,1000300,53380
2020/8/18,51900,53000,51750,52830,1386600,52830
2020/8/17,51350,52190,51320,51550,887600,51550
2020/8/14,51270,51480,51030,51320,688000,51320
2020/8/13,50860,51290,50180,51200,1068700,51200
2020/8/12,50220,50650,49890,50460,821500,50460
2020/8/11,50690,50970,49680,50040,1361500,50040
2020/8/7,51400,51450,50110,50460,2662900,50460
2020/8/6,49500,49500,48710,49190,1113100,49190
2020/8/5,48690,49290,48310,49100,1365100,49100
2020/8/4,47800,48550,47440,47590,1468000,47590
2020/8/3,46000,47190,45860,46970,912100,46970
2020/7/31,47200,47370,46250,46440,907400,46440
2020/7/30,47330,47740,47230,47300,592200,47300
2020/7/29,47250,47400,46870,47270,653800,47270
2020/7/28,47700,48030,47270,47290,678100,47290
2020/7/27,47680,48050,47260,47500,782300,47500
2020/7/22,47500,47900,47240,47680,842800,47680
2020/7/21,47790,48410,47610,47870,1184700,47870
2020/7/20,47410,47580,46710,47020,887500,47020
2020/7/17,47830,48050,47330,47650,656100,47650
2020/7/16,48040,48340,47600,47750,986500,47750
2020/7/15,48400,48800,47980,48710,867700,48710
2020/7/14,48300,48810,47710,48100,894000,48100
2020/7/13,48780,48950,48230,48800,780400,48800
2020/7/10,49570,49650,48680,48680,899400,48680
2020/7/9,50000,50070,49470,49650,992200,49650
2020/7/8,51350,51350,49630,49630,1413200,49630
2020/7/7,50700,51910,50500,51560,1221600,51560
2020/7/6,49950,50500,49580,50430,909100,50430
2020/7/3,48520,50040,48420,50020,1407100,50020
2020/7/2,48500,48960,47930,48290,1011400,48290
2020/7/1,48340,48420,47640,47790,590900,47790
2020/6/30,48160,48290,47890,48010,690000,48010
2020/6/29,48230,48540,47860,48040,611600,48040
2020/6/26,48020,48650,47750,48500,702900,48500
2020/6/25,48630,49050,48150,48270,953300,48270
2020/6/24,48680,49470,48460,49390,911400,49390
2020/6/23,50130,50130,49160,49200,1165800,49200
2020/6/22,50210,50600,50020,50150,714200,50150
2020/6/19,50170,50520,49770,50520,1319000,50520
2020/6/18,49500,50180,49350,50110,1752300,50110
2020/6/17,48210,48970,48130,48740,1376800,48740
2020/6/16,47930,48220,47260,47590,973700,47590
2020/6/15,47520,48210,46860,46970,1209400,46970
2020/6/12,47020,47960,46400,47640,1743900,47640
2020/6/11,45860,47280,45830,47030,2228900,47030
2020/6/10,45250,45580,45130,45340,576300,45340
2020/6/9,44860,45260,44660,45200,594600,45200
2020/6/8,46140,46150,44840,45070,1041000,45070
2020/6/5,45450,45960,45400,45850,999000,45850
2020/6/4,44990,45240,44650,45240,1117700,45240
2020/6/3,43950,44760,43860,44630,1134900,44630
2020/6/2,44140,44340,43930,44070,787400,44070
2020/6/1,44270,44590,44120,44460,1129700,44460
2020/5/29,44190,44460,43530,43540,1349600,43540
2020/5/28,43890,44170,43510,43860,1009300,43860
2020/5/27,44300,44440,43910,44100,879500,44100
2020/5/26,44620,44720,44370,44600,649200,44600
2020/5/25,45150,45250,44420,44600,598300,44600
2020/5/22,45060,45220,44660,44880,628100,44880
2020/5/21,44490,45220,44330,45060,986800,45060
2020/5/20,44200,44630,44150,44210,894100,44210
2020/5/19,44340,44430,43630,43980,1118100,43980
2020/5/18,45180,45340,44420,44550,722500,44550
2020/5/15,44700,45090,44450,45010,796700,45010
2020/5/14,44420,45250,44410,44770,819400,44770
2020/5/13,44680,45000,44330,45000,823100,45000
2020/5/12,44050,45090,44050,44850,1304100,44850
2020/5/11,44370,44380,43100,43640,1431800,43640
2020/5/8,45340,45500,43510,44300,2483700,44300
2020/5/7,45110,46100,45000,46100,1507900,46100
2020/5/1,44800,45250,44530,44650,1033100,44650
2020/4/30,45730,45790,44520,44650,1775900,44650
2020/4/28,46250,46580,45940,46220,924500,46220
2020/4/27,46790,47150,46710,46840,802000,46840
2020/4/24,46410,46990,46390,46900,832700,46900
2020/4/23,47200,47270,46440,46660,1024400,46660
2020/4/22,47000,47090,46210,46980,1597000,46980
2020/4/21,45310,46380,45260,46030,1229700,46030
2020/4/20,46660,46810,45800,45930,1163800,45930
2020/4/17,47000,47100,46070,46830,1711600,46830
2020/4/16,46450,47170,46370,47000,1385600,47000
2020/4/15,45990,46930,45900,46730,1754400,46730
2020/4/14,44590,45500,44360,45480,1417700,45480
2020/4/13,44500,44750,44100,44310,819000,44310
2020/4/10,43370,44500,43280,44370,1291200,44370
2020/4/9,43450,43730,43050,43730,1237600,43730
2020/4/8,43000,43640,42700,43590,1690300,43590
2020/4/7,43250,43500,42370,43190,1728500,43190
2020/4/6,42350,43200,42190,42920,1537100,42920
